annee,boite,carrosserie,cote,energie,gouvernorat,image,kilometrage,lien,page,prix,puissance,titre,transmission,vendeur
2013,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129821_max.jpeg?t=1788211973,241000,https://www.automobile.tn/fr/occasion/volkswagen/golf-7/129821,46,39000,5 cv,Volkswagen Golf 7,Traction,
2009,Automatique,,Aucune évaluation,Diesel,Tunis,https://catalogue.automobile.tn/max/2023/04/90178_max.jpeg?t=1782548071,203000,https://www.automobile.tn/fr/occasion/land-rover/freelander/90178,46,55000,11 cv,Land Rover Freelander,Intégrale,
2016,Manuelle,,Très bon prix,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129369_max.jpeg?t=1788329760,158000,https://www.automobile.tn/fr/occasion/seat/ibiza/129369,46,30500,4 cv,Seat Ibiza,Traction,
2014,Manuelle,,Prix équitable,Essence,Sousse,https://catalogue.automobile.tn/max/2026/09/129852_max.jpeg?t=1788375430,199500,https://www.automobile.tn/fr/occasion/renault/clio/129852,46,32000,5 cv,Renault Clio,Traction,
2017,Manuelle,,Aucune évaluation,Essence,Bizerte,https://catalogue.automobile.tn/max/2026/09/129853_max.jpeg?t=1788375361,160000,https://www.automobile.tn/fr/occasion/mercedes-benz/cla/129853,46,66000,8 cv,Mercedes-Benz CLA,Propulsion,
2022,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/128922_max.jpeg?t=1788333106,85000,https://www.automobile.tn/fr/occasion/bmw/serie-2-gran-coupe/128922,46,100000,8 cv,BMW Série 2 Gran Coupé,Traction,
2011,Automatique,,Aucune évaluation,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/08/129165_max.jpeg?t=1788334601,140000,https://www.automobile.tn/fr/occasion/chevrolet/malibu/129165,46,25500,12 cv,Chevrolet Malibu,Traction,
2020,Automatique,,Bon prix,Essence,Sousse,https://catalogue.automobile.tn/max/2026/07/127947_max.jpeg?t=1788343566,115000,https://www.automobile.tn/fr/occasion/honda/accord/127947,46,105000,10 cv,Honda Accord,Traction,
2017,Manuelle,,Prix élevé,Essence,Ariana,https://catalogue.automobile.tn/max/2026/09/129196_max.jpeg?t=1788335546,162000,https://www.automobile.tn/fr/occasion/ds/3/129196,46,31500,5 cv,DS 3,Traction,
2019,Automatique,,Très bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/09/129854_max.jpeg?t=1788375358,74000,https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/129854,46,75000,8 cv,BMW Série 1,Traction,
2020,Automatique,,Prix élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2025/10/119033_max.jpeg?t=1775733078,132000,https://www.automobile.tn/fr/occasion/volkswagen/golf-7/119033,45,67000,6 cv,Volkswagen Golf 7,Traction,
2022,Automatique,,Prix équitable,Hybride,Bizerte,https://catalogue.automobile.tn/max/2026/08/128633_max.jpeg?t=1788338441,117213,https://www.automobile.tn/fr/occasion/hyundai/tucson/128633,45,114900,10 cv,Hyundai Tucson,Traction,
2013,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2025/11/120514_max.jpeg?t=1781822286,180000,https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/120514,45,42000,7 cv,BMW Série 1,Propulsion,
2018,Automatique,,Prix équitable,Diesel,Tunis,https://catalogue.automobile.tn/max/2025/12/121251_max.jpeg?t=1778587619,170000,https://www.automobile.tn/fr/occasion/volkswagen/golf-7/121251,45,72000,6 cv,Volkswagen Golf 7,Traction,
2016,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2025/11/120689_max.jpeg?t=1775732772,220000,https://www.automobile.tn/fr/occasion/audi/a4/120689,45,65000,8 cv,Audi A4,Traction,
2023,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/01/121848_max.jpeg?t=1786224077,74000,https://www.automobile.tn/fr/occasion/volkswagen/golf-8/121848,45,95000,8 cv,Volkswagen Golf 8,Traction,
2015,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/02/123542_max.jpeg?t=1778874244,100000,https://www.automobile.tn/fr/occasion/bmw/serie-3/123542,45,69000,11 cv,BMW Série 3,Intégrale,
2022,Automatique,,Très bon prix,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/02/123472_max.jpeg?t=1781784381,105000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/123472,45,145000,9 cv,Mercedes-Benz Classe C,Propulsion,
2022,Automatique,,Bon prix,Electrique,Ben Arous,https://catalogue.automobile.tn/max/2026/07/128588_max.jpeg?t=1786897434,48000,https://www.automobile.tn/fr/occasion/hyundai/kona-ev/128588,45,75000,6 cv,Hyundai Kona Electric,Intégrale,
2024,Manuelle,,Bon prix,Diesel,Bizerte,https://catalogue.automobile.tn/max/2026/09/129858_max.jpeg?t=1788344729,9300,https://www.automobile.tn/fr/occasion/renault/express-van/129858,44,46000,5 cv,Renault Express Van,Traction,
2024,Automatique,,Prix très élevé,Essence,Nabeul,https://catalogue.automobile.tn/max/2026/09/129855_max.jpeg?t=1788375353,32000,https://www.automobile.tn/fr/occasion/mg/rx5/129855,45,105500,10 cv,MG RX5,Traction,
2015,Manuelle,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/128900_max.jpeg?t=1788370544,154000,https://www.automobile.tn/fr/occasion/audi/a3-sportback/128900,44,42000,5 cv,Audi A3 Sportback,Traction,
2021,Manuelle,,Prix équitable,Essence,Sidi Bouzid,https://catalogue.automobile.tn/max/2026/08/129771_max.jpeg?t=1788114917,86000,https://www.automobile.tn/fr/occasion/kia/rio/129771,44,53000,6 cv,KIA Rio Berline,Traction,
2022,Automatique,,Prix équitable,Essence,Sidi Bouzid,https://catalogue.automobile.tn/max/2026/08/129440_max.jpeg?t=1787080449,86000,https://www.automobile.tn/fr/occasion/great-wall/h6/129440,44,89000,8 cv,GWM Haval H6,Traction,
2022,Automatique,,Bon prix,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/06/127018_max.jpeg?t=1788344056,54000,https://www.automobile.tn/fr/occasion/mg/ehs/127018,44,85000,8 cv,MG e-HS,Traction,
2025,Manuelle,,Prix élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/02/123796_max.jpeg?t=1778587553,8000,https://www.automobile.tn/fr/occasion/dfsk/glory-500/123796,44,65000,7 cv,DFSK Glory 500,Traction,
2021,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/02/123945_max.jpeg?t=1775485048,84000,https://www.automobile.tn/fr/occasion/toyota/corolla-5p/123945,44,65000,6 cv,Toyota Corolla,Traction,
2013,Automatique,,Très bon prix,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/04/125944_max.jpeg?t=1777415132,70000,https://www.automobile.tn/fr/occasion/land-rover/range-rover-sport/125944,44,118000,15 cv,Land Rover Range Rover Sport,Intégrale,
2016,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/04/125252_max.jpeg?t=1785087365,107000,https://www.automobile.tn/fr/occasion/jaguar/xf/125252,44,82000,15 cv,Jaguar XF,Propulsion,
2020,Automatique,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/07/128301_max.jpeg?t=1784024510,138000,https://www.automobile.tn/fr/occasion/hyundai/grand-i10/128301,44,42000,5 cv,Hyundai Grand i10,Traction,
2013,Manuelle,,Prix élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/09/129861_max.jpeg?t=1788375291,200000,https://www.automobile.tn/fr/occasion/audi/a4/129861,43,42500,7 cv,Audi A4,Traction,
2021,Automatique,,Prix très élevé,Essence,Ariana,https://catalogue.automobile.tn/max/2026/09/129862_max.jpeg?t=1788351502,200000,https://www.automobile.tn/fr/occasion/ford/kuga/129862,43,75000,11 cv,Ford Kuga,Intégrale,
2010,Automatique,,Bon prix,Essence,Ariana,https://catalogue.automobile.tn/max/2026/09/129863_max.jpeg?t=1788422913,145000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/129863,43,47000,9 cv,Mercedes-Benz Classe C,Traction,
2013,Manuelle,,Très bon prix,Essence,Ariana,https://catalogue.automobile.tn/max/2026/09/129864_max.jpeg?t=1788351511,145000,https://www.automobile.tn/fr/occasion/bmw/serie-3/129864,43,48000,7 cv,BMW Série 3,Propulsion,
2021,Manuelle,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129822_max.jpeg?t=1788348138,100000,https://www.automobile.tn/fr/occasion/mahindra/kuv-100/129822,43,28500,5 cv,Mahindra KUV 100,Traction,
2022,Automatique,,Bon prix,Essence,Sousse,https://catalogue.automobile.tn/max/2026/07/128151_max.jpeg?t=1785850730,72000,https://www.automobile.tn/fr/occasion/great-wall/h6/128151,43,82000,8 cv,GWM Haval H6,Traction,
2020,Automatique,,Aucune évaluation,Diesel,Kébili,https://catalogue.automobile.tn/max/2026/09/129865_max.jpeg?t=1788351955,94000,https://www.automobile.tn/fr/occasion/mercedes-benz/glc-coupe/129865,43,165000,11 cv,Mercedes-Benz GLC Coupé,Intégrale,
2019,Automatique,,Aucune évaluation,Essence,Ben Arous,https://catalogue.automobile.tn/max/2025/05/81461_max.jpeg?t=1767885621,47000,https://www.automobile.tn/fr/occasion/bmw/serie-5/81461,43,180000,10 cv,BMW Série 5,Propulsion,
2013,Manuelle,,Prix équitable,Diesel,Ben Arous,https://catalogue.automobile.tn/max/2022/10/84060_max.jpeg?t=1769935168,353000,https://www.automobile.tn/fr/occasion/mahindra/scorpio-suv/84060,43,29500,8 cv,Mahindra Scorpio SUV,Intégrale,
2024,Automatique,,Prix très élevé,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/08/129315_max.jpeg?t=1788350601,43000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/129315,43,233000,9 cv,Mercedes-Benz Classe C,Propulsion,
2018,Automatique,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2024/04/101641_max.jpeg?t=1769430563,48000,https://www.automobile.tn/fr/occasion/mercedes-benz/cla/101641,42,99000,7 cv,Mercedes-Benz CLA,Traction,
2018,Automatique,,Prix élevé,Essence,Ben Arous,https://catalogue.automobile.tn/max/2024/08/105519_max.jpeg?t=1762687190,177000,https://www.automobile.tn/fr/occasion/bmw/serie-3/105519,42,78000,7 cv,BMW Série 3,Traction,
2013,Automatique,,Prix élevé,Essence,Ben Arous,https://catalogue.automobile.tn/max/2024/08/105377_max.jpeg?t=1762691774,179000,https://www.automobile.tn/fr/occasion/bmw/serie-5/105377,42,79500,10 cv,BMW Série 5,Traction,
1996,Manuelle,,Aucune évaluation,Diesel,Tunis,https://catalogue.automobile.tn/max/2024/10/105863_max.jpeg?t=1762862073,506000,https://www.automobile.tn/fr/occasion/toyota/land-cruiser/105863,42,67000,17 cv,Toyota Land Cruiser,Traction,
2021,Automatique,,Prix élevé,Essence,Ben Arous,https://catalogue.automobile.tn/max/2024/10/107403_max.jpeg?t=1762855883,122000,https://www.automobile.tn/fr/occasion/audi/q3-sportback/107403,42,135000,9 cv,Audi Q3 Sportback,Traction,
2007,Automatique,,Très bon prix,Diesel,Ben Arous,https://catalogue.automobile.tn/max/2024/09/106013_max.jpeg?t=1770552347,295000,https://www.automobile.tn/fr/occasion/bmw/x5/106013,42,47000,16 cv,BMW X5,Traction,
2007,Automatique,,Aucune évaluation,Essence,Ben Arous,https://catalogue.automobile.tn/max/2024/10/107606_max.jpeg?t=1765184005,112000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-s/107606,42,62000,19 cv,Mercedes-Benz Classe S,Traction,
2018,Manuelle,,Aucune évaluation,Essence,Ben Arous,https://catalogue.automobile.tn/max/2024/11/108093_max.jpeg?t=1762854500,72000,https://www.automobile.tn/fr/occasion/volkswagen/golf-plus/108093,42,79000,6 cv,Volkswagen Golf Plus,Traction,
2014,Manuelle,,Aucune évaluation,Diesel,Ben Arous,https://catalogue.automobile.tn/max/2024/11/108089_max.jpeg?t=1760960632,115000,https://www.automobile.tn/fr/occasion/land-rover/defender/108089,42,200000,8 cv,Land Rover Defender 110,Traction,
2020,Automatique,,Prix élevé,Essence,Ben Arous,https://catalogue.automobile.tn/max/2025/01/109986_max.jpeg?t=1762686748,83000,https://www.automobile.tn/fr/occasion/kia/sportage/109986,42,98000,11 cv,KIA Sportage,Intégrale,
2020,Automatique,,Aucune évaluation,Diesel,Ben Arous,https://catalogue.automobile.tn/max/2025/03/111943_max.jpeg?t=1764573585,97000,https://www.automobile.tn/fr/occasion/land-rover/defender/111943,41,295000,12 cv,Land Rover Defender 110,Traction,
2007,Automatique,,Aucune évaluation,Essence,Ben Arous,https://catalogue.automobile.tn/max/2025/04/113125_max.jpeg?t=1762857573,96000,https://www.automobile.tn/fr/occasion/hummer/h3/113125,41,100000,19 cv,Hummer H3,Intégrale,
2014,Automatique,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2025/05/114129_max.jpeg?t=1762685414,178000,https://www.automobile.tn/fr/occasion/bmw/serie-4-coupe/114129,41,73000,10 cv,BMW Série 4 Coupé,Propulsion,
2018,Manuelle,,Prix très élevé,Essence,Ariana,https://catalogue.automobile.tn/max/2025/04/113627_max.jpeg?t=1762685602,112000,https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/113627,41,72000,7 cv,BMW Série 1,Traction,
2021,Automatique,,Prix très élevé,Essence,Ben Arous,https://catalogue.automobile.tn/max/2025/05/114134_max.jpeg?t=1762685262,190000,https://www.automobile.tn/fr/occasion/volkswagen/passat/114134,41,89000,8 cv,Volkswagen Passat,Traction,
2020,Manuelle,,Prix très élevé,Diesel,Ben Arous,https://catalogue.automobile.tn/max/2025/05/114359_max.jpeg?t=1762852781,195000,https://www.automobile.tn/fr/occasion/peugeot/rifter/114359,41,82000,5 cv,Peugeot Rifter,Traction,
2023,Automatique,,Prix très élevé,Essence,Ben Arous,https://catalogue.automobile.tn/max/2025/05/114440_max.jpeg?t=1760115570,37000,https://www.automobile.tn/fr/occasion/jeep/compass/114440,41,145000,8 cv,Jeep Compass,Traction,
2021,Manuelle,,Prix équitable,Hybride,Ben Arous,https://catalogue.automobile.tn/max/2025/06/115045_max.jpeg?t=1762852383,91000,https://www.automobile.tn/fr/occasion/kia/stonic/115045,41,69000,6 cv,KIA Stonic,Traction,
2017,Automatique,,Prix très élevé,Essence,Ben Arous,https://catalogue.automobile.tn/max/2025/06/114972_max.jpeg?t=1761126771,158000,https://www.automobile.tn/fr/occasion/hyundai/veloster/114972,41,42000,8 cv,Hyundai Veloster,Traction,
2014,Manuelle,,Aucune évaluation,Essence,Ben Arous,https://catalogue.automobile.tn/max/2025/06/115103_max.jpeg?t=1776852725,97000,https://www.automobile.tn/fr/occasion/toyota/prado/115103,41,178000,11 cv,Toyota Prado,Traction,
2023,Automatique,,Aucune évaluation,Electrique,Ben Arous,https://catalogue.automobile.tn/max/2025/07/116194_max.jpeg?t=1762854197,9000,https://www.automobile.tn/fr/occasion/mercedes-benz/eqb/116194,40,185000,8 cv,Mercedes-Benz EQB,Traction,
2013,Automatique,,Aucune évaluation,Diesel,Ben Arous,https://catalogue.automobile.tn/max/2025/07/116117_max.jpeg?t=1762695355,220000,https://www.automobile.tn/fr/occasion/volkswagen/tiguan/116117,40,64000,9 cv,Volkswagen Tiguan,Intégrale,
2020,Manuelle,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2025/08/116751_max.jpeg?t=1761225904,105000,https://www.automobile.tn/fr/occasion/jeep/renegade/116751,40,70000,8 cv,Jeep Renegade,Traction,
2019,Automatique,,Prix très élevé,Electrique,Ben Arous,https://catalogue.automobile.tn/max/2025/08/116779_max.jpeg?t=1762683019,55000,https://www.automobile.tn/fr/occasion/audi/e-tron/116779,40,170000,12 cv,Audi E-tron,Intégrale,
2020,Automatique,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/05/116753_max.jpeg?t=1780492257,55000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/116753,40,139000,8 cv,Mercedes-Benz Classe C,Propulsion,
2021,Manuelle,,Aucune évaluation,Diesel,Ben Arous,https://catalogue.automobile.tn/max/2025/08/116783_max.jpeg?t=1775057733,133000,https://www.automobile.tn/fr/occasion/peugeot/boxer/116783,40,70000,7 cv,Peugeot Boxer,Traction,
2022,Automatique,,Prix élevé,Electrique,Ben Arous,https://catalogue.automobile.tn/max/2025/08/116867_max.jpeg?t=1762854096,51000,https://www.automobile.tn/fr/occasion/mercedes-benz/eqs-berline/116867,40,350000,8 cv,Mercedes-Benz EQS Berline,Propulsion,
2014,Automatique,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/07/116866_max.jpeg?t=1784219373,300000,https://www.automobile.tn/fr/occasion/mazda/cx-5/116866,40,45000,9 cv,Mazda CX-5,Intégrale,
2008,Automatique,,Bon prix,Diesel,Ben Arous,https://catalogue.automobile.tn/max/2025/08/116932_max.jpeg?t=1762853955,370000,https://www.automobile.tn/fr/occasion/audi/q5/116932,40,60000,15 cv,Audi Q5,Intégrale,
2020,Automatique,,Aucune évaluation,Electrique,Ben Arous,https://catalogue.automobile.tn/max/2025/08/116935_max.jpeg?t=1762853823,32000,https://www.automobile.tn/fr/occasion/audi/e-tron-sportback/116935,40,159000,12 cv,Audi E-tron Sportback,Intégrale,
2008,Automatique,,Prix élevé,Essence,Ariana,https://catalogue.automobile.tn/max/2025/09/118159_max.jpeg?t=1760521063,230000,https://www.automobile.tn/fr/occasion/porsche/cayenne/118159,39,65500,21 cv,Porsche Cayenne,Traction,
2020,Automatique,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2025/09/118629_max.jpeg?t=1759151739,116000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/118629,39,129000,9 cv,Mercedes-Benz Classe C,Propulsion,
2021,Automatique,,Prix très élevé,Hybride,Ariana,https://catalogue.automobile.tn/max/2025/09/118222_max.jpeg?t=1762858059,29000,https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/118222,39,205000,7 cv,Land Rover Range Rover Evoque,Traction,
2022,Automatique,,Prix très élevé,Hybride,Ben Arous,https://catalogue.automobile.tn/max/2025/10/118721_max.jpeg?t=1759316070,91000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/118721,39,188000,9 cv,Mercedes-Benz Classe C,Propulsion,
2014,Manuelle,,Aucune évaluation,Essence,Ariana,https://catalogue.automobile.tn/max/2025/10/118876_max.jpeg?t=1774885052,165000,https://www.automobile.tn/fr/occasion/peugeot/4008/118876,39,39900,9 cv,Peugeot 4008,Intégrale,
2022,Automatique,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2025/10/119177_max.jpeg?t=1761515555,78000,https://www.automobile.tn/fr/occasion/ford/kuga/119177,39,90000,10 cv,Ford Kuga,Traction,
2023,Automatique,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2025/10/119279_max.jpeg?t=1760550144,24000,https://www.automobile.tn/fr/occasion/suzuki/jimny/119279,39,95000,6 cv,Suzuki Jimny 3 portes,Intégrale,
2009,Manuelle,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2025/10/119273_max.jpeg?t=1760547986,193000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/119273,39,45000,9 cv,Mercedes-Benz Classe C,Traction,
2017,Automatique,,Très bon prix,Essence,Ben Arous,https://catalogue.automobile.tn/max/2025/10/119476_max.jpeg?t=1761054119,87000,https://www.automobile.tn/fr/occasion/mercedes-benz/gle-coupe/119476,39,260000,23 cv,Mercedes-Benz GLE Coupé,Intégrale,
2024,Automatique,,Prix élevé,Hybride,Ben Arous,https://catalogue.automobile.tn/max/2025/11/120100_max.jpeg?t=1784538536,11000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/120100,38,225000,9 cv,Mercedes-Benz Classe C,Propulsion,
2013,Automatique,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2025/10/119638_max.jpeg?t=1771408543,221000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/119638,39,64000,11 cv,Mercedes-Benz Classe C,Traction,
2023,Manuelle,,Très bon prix,Essence,Ben Arous,https://catalogue.automobile.tn/max/2025/11/120448_max.jpeg?t=1770064819,67000,https://www.automobile.tn/fr/occasion/wallyscar/719/120448,38,31000,7 cv,Wallyscar 719,Traction,
2017,Automatique,,Aucune évaluation,Diesel,Ben Arous,https://catalogue.automobile.tn/max/2025/11/120716_max.jpeg?t=1763985611,38000,https://www.automobile.tn/fr/occasion/isuzu/mu-x/120716,38,145000,8 cv,Isuzu Mu-x,Intégrale,
